custid,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,Sample,lost
9R8T2S,13/10/2013,13/10/2013,13/10/2013,35,11.42857143,0,25.02,0,Y,Y,N,Monday,RIC,Holdout,NA
5SQ9Q5,13/10/2013,13/10/2013,13/10/2013,12,8.333333333,0,40.25,0,Y,N,N,Tuesday,RIC,Estimation,Y
4ZF6CN,13/10/2013,19/10/2013,24/11/2013,33,33.33333333,NA,116.62,0.055555556,Y,N,N,Monday,DCX,Estimation,N
6YE4ZN,12/10/2013,13/10/2013,13/10/2013,28,28.57142857,NA,56.09,0,Y,N,N,Tuesday,DCX,Estimation,N
ERZ2UF,13/10/2013,21/10/2013,21/10/2013,5,80,40,46.12,0,Y,N,N,Tuesday,DCX,Estimation,Y
N46D3K,13/10/2013,14/10/2013,30/12/2013,38,7.894736842,5.263157895,48.09,0.064935065,Y,N,N,Thursday,DCX,Validation,N
TECSQ9,13/10/2013,16/11/2013,16/11/2013,43,6.976744186,6.976744186,29.75,0,Y,N,N,Tuesday,DCX,Estimation,N
Z2ZV7P,13/10/2013,14/10/2013,14/10/2013,30,13.33333333,6.666666667,44.29,0,Y,N,N,Tuesday,CHO,Estimation,N
6C7XW6,13/10/2013,15/10/2013,15/10/2013,29,37.93103448,10.34482759,78.94,0,Y,N,N,Tuesday,DCX,Estimation,N
ZRYJ95,13/10/2013,13/10/2013,15/11/2013,35,22.85714286,NA,106.6,0.060606061,Y,N,N,Monday,DCX,Estimation,N
JRAFGB,13/10/2013,13/10/2013,13/10/2013,33,0,0,52.22,0,Y,N,N,Saturday,BWI,Holdout,NA
PPQRTT,13/10/2013,14/10/2013,14/10/2013,24,50,8.333333333,43.31,0,Y,N,N,Tuesday,DCX,Estimation,N
ESSAU7,13/10/2013,13/11/2013,13/11/2013,39,25.64102564,17.94871795,73.01,0,Y,N,N,Wednesday,DCX,Validation,N
U9J2DH,13/10/2013,27/10/2013,04/12/2013,36,27.77777778,5.555555556,197.05,0.105263158,Y,N,N,Thursday,RIC,Validation,N
K237NU,13/10/2013,06/11/2013,06/11/2013,29,82.75862069,3.448275862,79.73,0,Y,N,N,Saturday,DCX,Estimation,N
YUVSB2,13/10/2013,18/10/2013,18/10/2013,32,9.375,6.25,93.59,0,Y,N,N,Monday,DCX,Estimation,N
ECTL44,25/09/2013,13/10/2013,13/10/2013,30,3.333333333,0,51.66,0,Y,N,N,Tuesday,BWI,Estimation,N
3YRVMG,13/10/2013,17/10/2013,16/01/2014,32,78.125,18.75,101.37,0.098901099,Y,N,Y,Friday,DCX,Estimation,N
SS6E8T,13/10/2013,13/10/2013,12/01/2014,33,45.45454545,0,51.75,0.054945055,Y,N,N,Monday,CHO,Holdout,NA
ALQHFM,13/10/2013,13/10/2013,28/10/2013,41,2.43902439,2.43902439,38.01,0.133333333,Y,N,N,Tuesday,RIC,Estimation,N
GPFQNP,03/10/2013,13/10/2013,13/10/2013,26,50,0,67.29,0,Y,N,N,Thursday,RIC,Validation,N
YNLXZ8,13/10/2013,14/10/2013,03/12/2013,37,8.108108108,0,75.47,0.06,Y,N,N,Tuesday,DCX,Validation,N
9K76TG,08/10/2013,13/10/2013,07/01/2014,36,13.88888889,8.333333333,37.98,0.046511628,Y,N,N,Wednesday,DCX,Estimation,N
EVGG6D,12/10/2013,13/10/2013,13/10/2013,32,3.125,0,40.02,0,Y,N,N,Monday,CHO,Validation,N
FZSU6S,13/10/2013,13/10/2013,13/10/2013,30,10,NA,40.25,0,Y,Y,N,Tuesday,RIC,Estimation,N
UFTVU4,13/10/2013,13/10/2013,13/10/2013,30,3.333333333,NA,40.02,0,Y,N,N,Tuesday,DCX,Estimation,N
F4TE9S,13/10/2013,06/11/2013,19/01/2014,48,22.91666667,8.333333333,62.25,0.162162162,Y,Y,Y,Monday,RIC,Validation,N
ND93DX,13/10/2013,13/10/2013,26/10/2013,33,0,0,52.67,0.230769231,Y,N,N,Thursday,RIC,Validation,N
QZ6LVE,22/09/2013,15/10/2013,29/10/2013,30,26.66666667,13.33333333,43.68,0.214285714,Y,N,N,Wednesday,CHO,Estimation,N
UFSZRM,13/10/2013,01/12/2013,01/12/2013,43,16.27906977,6.976744186,40.02,0,Y,N,N,Tuesday,RIC,Holdout,NA
LLGSVY,25/09/2013,13/10/2013,05/01/2014,29,58.62068966,24.13793103,142.27,0.119047619,N,N,Y,Monday,DCX,Estimation,N
2SDA5M,13/10/2013,14/10/2013,14/10/2013,30,10,10,51.76,0,Y,N,N,Thursday,RIC,Validation,N
FYDE6W,13/10/2013,22/10/2013,16/01/2014,31,61.29032258,6.451612903,47.45,0.058139535,Y,Y,N,Friday,CHO,Estimation,N
ZKB2WD,14/10/2013,15/10/2013,15/10/2013,30,13.33333333,3.333333333,40,0,Y,N,N,Tuesday,DCX,Estimation,N
94C2EJ,13/10/2013,14/10/2013,14/10/2013,33,3.03030303,0,118.04,0,Y,N,N,Tuesday,DCX,Validation,N
ULA7WU,10/10/2013,01/11/2013,01/11/2013,46,0,0,41.05,0,Y,N,N,Monday,RIC,Holdout,NA
BURE8D,14/10/2013,14/10/2013,14/10/2013,29,13.79310345,0,40.02,0,Y,Y,N,Tuesday,RIC,Estimation,N
AHX6BC,14/10/2013,14/10/2013,14/10/2013,32,3.125,0,40.02,0,Y,N,N,Wednesday,RIC,Estimation,N
D56LAT,14/10/2013,14/10/2013,14/10/2013,27,66.66666667,14.81481481,40,0,Y,N,N,Thursday,BWI,Estimation,N
QQYX9A,14/10/2013,14/10/2013,14/10/2013,30,13.33333333,0,40,0,Y,N,N,Tuesday,DCX,Estimation,N
2329PK,14/10/2013,14/10/2013,14/10/2013,32,18.75,0,60.31,0,Y,Y,N,Friday,RIC,Estimation,N
29BBB7,14/10/2013,14/10/2013,14/10/2013,31,0,0,52.34,0,Y,N,N,Tuesday,RIC,Estimation,N
URLNL9,14/10/2013,15/10/2013,15/10/2013,24,66.66666667,NA,61.09,0,Y,N,N,Thursday,RIC,Estimation,N
MEJGUD,30/09/2013,14/10/2013,14/10/2013,31,0,0,55.17,0,Y,N,N,Tuesday,DCX,Validation,N
GL8KPA,14/10/2013,14/10/2013,14/10/2013,34,5.882352941,0,40.02,0,Y,N,N,Tuesday,RIC,Validation,N
YRSADG,14/10/2013,21/12/2013,21/12/2013,42,11.9047619,4.761904762,51.75,0,Y,N,N,Monday,CHO,Estimation,N
ATJUA6,14/10/2013,14/10/2013,14/10/2013,6,66.66666667,0,40.02,0,Y,N,N,Wednesday,RIC,Estimation,Y
WW9LDG,14/10/2013,14/10/2013,14/10/2013,35,5.714285714,0,40.02,0,Y,Y,N,Monday,RIC,Holdout,NA
GSGUCG,14/10/2013,28/10/2013,28/10/2013,40,10,2.5,30.57,0,Y,N,N,Tuesday,BWI,Validation,N
2UQY2L,14/10/2013,14/10/2013,14/10/2013,26,34.61538462,19.23076923,25.62,0,Y,N,N,Tuesday,DCX,Holdout,NA
ZB7SJV,14/10/2013,31/10/2013,13/01/2014,44,38.63636364,2.272727273,85.36,0.162162162,Y,N,N,Tuesday,DCX,Holdout,NA
V96G5S,30/12/2012,10/07/2013,10/01/2014,36,0,0,170.37,0.043478261,N,N,N,Saturday,BWI,Validation,N
APHG4W,14/10/2013,19/10/2013,19/10/2013,3,100,33.33333333,88.51,0,Y,N,N,Monday,DCX,Holdout,NA
RCUXYY,14/10/2013,14/10/2013,14/10/2013,43,2.325581395,0,55.64,0,Y,N,N,Thursday,RIC,Validation,N
3D9TCD,14/10/2013,14/10/2013,07/01/2014,39,28.20512821,NA,53.37,0.070588235,Y,Y,Y,Tuesday,DCX,Estimation,N
HHUKYB,14/10/2013,14/10/2013,14/10/2013,33,15.15151515,6.060606061,40.02,0,Y,Y,N,Tuesday,DCX,Estimation,N
A9SYYS,14/10/2013,14/10/2013,21/10/2013,30,23.33333333,6.666666667,57.6,0.428571429,Y,N,N,Friday,RIC,Holdout,NA
6ELYG4,14/10/2013,14/10/2013,14/10/2013,34,17.64705882,5.882352941,25.02,0,Y,N,N,Tuesday,DCX,Validation,N
QLCWSV,14/10/2013,14/10/2013,14/10/2013,32,0,0,40.02,0,Y,Y,N,Tuesday,RIC,Holdout,NA
ETUEF5,14/10/2013,14/10/2013,14/10/2013,16,68.75,0,40,0,Y,Y,N,Tuesday,DCX,Holdout,NA
5MSEKW,14/10/2013,12/11/2013,05/12/2013,37,45.94594595,18.91891892,69.03,0.086956522,Y,N,N,Friday,CHO,Estimation,N
LBLWHL,14/10/2013,14/10/2013,14/10/2013,32,3.125,0,40.02,0,Y,N,N,Tuesday,CHO,Estimation,N
E7P3KL,02/10/2013,23/10/2013,23/10/2013,32,25,6.25,40,0,Y,N,N,Friday,DCX,Holdout,NA
WWVJPP,14/10/2013,14/10/2013,09/12/2013,40,0,0,33.92,0.053571429,Y,N,N,Tuesday,RIC,Holdout,NA
W2YY9N,14/10/2013,14/10/2013,14/10/2013,31,6.451612903,0,47.71,0,Y,N,N,Tuesday,RIC,Estimation,N
PYFFZV,14/10/2013,14/10/2013,14/10/2013,2,50,0,40,0,Y,N,Y,Wednesday,DCX,Estimation,Y
WUGT8W,21/09/2013,14/10/2013,14/10/2013,7,0,0,40.02,0,Y,N,N,Thursday,CHO,Validation,Y
NVXQQZ,14/10/2013,27/10/2013,27/10/2013,37,10.81081081,5.405405405,51.64,0,Y,N,N,Tuesday,RIC,Estimation,N
8BETVY,14/10/2013,14/10/2013,14/10/2013,32,15.625,0,40.02,0,Y,N,N,Tuesday,RIC,Estimation,N
FUHQYC,14/10/2013,14/10/2013,14/10/2013,37,0,0,40.02,0,Y,Y,N,Tuesday,RIC,Estimation,N
PKPHTA,04/10/2013,14/10/2013,14/10/2013,30,6.666666667,0,40,0,Y,N,N,Friday,DCX,Estimation,N
D2WQEQ,21/06/2013,02/07/2013,02/07/2013,29,3.448275862,3.448275862,30.17,0,Y,N,N,Wednesday,RIC,Estimation,N
XHAULR,14/10/2013,14/10/2013,18/11/2013,25,72,4,52.13,0.114285714,Y,N,N,Tuesday,RIC,Estimation,N
7ACMS4,14/10/2013,03/11/2013,03/11/2013,6,100,16.66666667,66.24,0,Y,N,N,Tuesday,DCX,Validation,Y
VV2SWK,14/10/2013,11/01/2014,11/01/2014,38,26.31578947,15.78947368,103.7,0,Y,N,N,Tuesday,BWI,Estimation,N
BQE2N3,14/10/2013,14/10/2013,14/10/2013,31,9.677419355,0,25.02,0,Y,N,N,Tuesday,RIC,Estimation,N
6XE2NT,14/10/2013,14/10/2013,19/01/2014,42,19.04761905,2.380952381,51.76,0.103092784,Y,N,Y,Monday,DCX,Holdout,NA
74ATCM,14/10/2013,17/10/2013,17/10/2013,35,14.28571429,0,40.02,0,Y,Y,N,Friday,CHO,Validation,N
P7RMPP,14/10/2013,17/10/2013,17/10/2013,33,0,0,45.99,0,Y,N,N,Saturday,BWI,Holdout,NA
RFFSXD,14/10/2013,14/10/2013,05/01/2014,34,73.52941176,11.76470588,143.9,0.120481928,Y,N,N,Monday,CHO,Estimation,N
SW4XZU,14/10/2013,14/10/2013,14/10/2013,31,6.451612903,0,40.02,0,Y,N,N,Tuesday,CHO,Estimation,N
2P7DG8,14/10/2013,06/11/2013,16/01/2014,35,45.71428571,5.714285714,40.51,0.056338028,Y,N,Y,Friday,DCX,Validation,N
V8XMMN,14/10/2013,14/10/2013,08/01/2014,42,23.80952381,NA,73.16,0.104651163,Y,Y,N,Thursday,RIC,Validation,N
X3UC9K,14/10/2013,26/10/2013,26/10/2013,36,5.555555556,2.777777778,30.89,0,Y,N,N,Friday,DCX,Validation,N
QVJ6UC,14/10/2013,15/11/2013,15/11/2013,18,61.11111111,22.22222222,31.81,0,Y,N,N,Thursday,DCX,Validation,Y
6MAAD5,14/10/2013,18/11/2013,18/11/2013,45,8.888888889,2.222222222,42.28,0,Y,N,N,Monday,DCX,Validation,N
VEX4D6,14/10/2013,14/10/2013,19/11/2013,37,16.21621622,8.108108108,38.46,0.055555556,Y,N,N,Thursday,CHO,Estimation,N
9MUUVT,14/10/2013,14/10/2013,14/10/2013,29,10.34482759,0,40.02,0,Y,N,N,Friday,RIC,Validation,N
ANF8GS,14/10/2013,14/10/2013,14/10/2013,5,60,0,51.42,0,Y,N,N,Wednesday,DCX,Holdout,NA
CXPP6S,14/10/2013,14/10/2013,14/10/2013,31,3.225806452,0,52.4,0,Y,N,N,Thursday,CHO,Holdout,NA
ZWUJJX,14/10/2013,14/10/2013,14/10/2013,33,6.060606061,0,49.61,0,Y,N,N,Thursday,RIC,Validation,N
28W3A9,14/10/2013,29/10/2013,16/01/2014,33,96.96969697,9.090909091,31.41,0.025316456,Y,N,N,Thursday,DCX,Estimation,N
YEDMLE,14/10/2013,14/10/2013,14/10/2013,32,3.125,0,40.02,0,Y,N,N,Thursday,RIC,Estimation,N
FGCWED,14/10/2013,14/10/2013,14/10/2013,33,12.12121212,0,40.02,0,Y,N,N,Tuesday,DCX,Estimation,N
YNERHM,14/10/2013,17/11/2013,17/11/2013,44,20.45454545,6.818181818,79.89,0,Y,N,N,Friday,DCX,Estimation,N
SMPLFE,14/10/2013,14/10/2013,14/10/2013,32,0,0,40.02,0,Y,Y,N,Friday,RIC,Estimation,N
6FVXND,21/11/2013,21/11/2013,21/11/2013,38,15.78947368,0,40.2,0,Y,N,N,Monday,RIC,Estimation,N
F3PUTE,14/10/2013,14/10/2013,14/10/2013,33,6.060606061,0,100.18,0,Y,N,N,Thursday,CHO,Holdout,NA
NC5P6S,14/10/2013,14/10/2013,10/12/2013,24,87.5,20.83333333,42.16,0.105263158,Y,N,N,Wednesday,CHO,Validation,N
PM22JJ,14/10/2013,14/10/2013,14/10/2013,36,5.555555556,2.777777778,25.02,0,Y,N,N,Saturday,DCX,Holdout,NA
9E7SBA,14/10/2013,10/11/2013,10/11/2013,40,12.5,NA,86.52,0,Y,Y,N,Tuesday,CHO,Validation,N
MX33L3,14/10/2013,14/10/2013,16/01/2014,40,35,12.5,46.53,0.127659574,Y,Y,Y,Friday,RIC,Validation,N
EXCN85,14/10/2013,14/10/2013,26/10/2013,23,43.47826087,13.04347826,40,0.166666667,Y,N,N,Tuesday,DCX,Validation,N
RK4F9B,14/10/2013,14/10/2013,14/10/2013,32,0,0,40.02,0,Y,Y,N,Wednesday,RIC,Estimation,N
UNSCA6,14/10/2013,14/10/2013,18/11/2013,36,13.88888889,0,41.53,0.057142857,Y,N,N,Tuesday,RIC,Estimation,N
JVK5Z3,14/10/2013,14/10/2013,14/10/2013,32,9.375,6.25,40,0,Y,N,N,Thursday,BWI,Holdout,NA
YRSHZE,14/10/2013,14/10/2013,15/01/2014,38,0,NA,29.31,0.043010753,Y,Y,N,Thursday,DCX,Validation,N
KK4T22,14/10/2013,14/10/2013,08/01/2014,46,17.39130435,6.52173913,35.84,0.046511628,Y,Y,N,Thursday,RIC,Holdout,NA
W3J3PF,14/10/2013,14/10/2013,17/11/2013,33,39.39393939,0,55.23,0.058823529,Y,N,N,Tuesday,CHO,Estimation,N
FBJ7MM,08/10/2013,31/10/2013,09/01/2014,33,87.87878788,9.090909091,38.37,0.042857143,Y,N,N,Friday,DCX,Validation,N
SQ6SLD,13/10/2013,14/10/2013,14/10/2013,28,21.42857143,NA,40.02,0,Y,N,N,Thursday,RIC,Estimation,N
L453PV,14/10/2013,14/10/2013,14/10/2013,1,100,0,40,0,Y,N,N,Tuesday,DCX,Estimation,Y
3LJ5LZ,14/10/2013,15/10/2013,05/01/2014,38,21.05263158,7.894736842,110.92,0.048780488,Y,N,N,Wednesday,DCX,Estimation,N
KTVX8Q,29/09/2013,14/10/2013,21/10/2013,37,18.91891892,5.405405405,38.46,0.285714286,Y,Y,N,Tuesday,CHO,Holdout,NA
KKFLBZ,14/10/2013,14/10/2013,14/10/2013,1,100,0,40,0,Y,N,N,Tuesday,DCX,Validation,Y
YX2QVM,16/10/2013,16/10/2013,11/11/2013,33,30.3030303,9.090909091,37.33,0.115384615,Y,N,N,Tuesday,DCX,Validation,N
SATFUC,14/10/2013,14/10/2013,14/10/2013,1,100,0,40,0,Y,N,N,Tuesday,DCX,Estimation,Y
F2VCKE,14/10/2013,14/10/2013,14/10/2013,1,100,0,40,0,Y,N,N,Tuesday,DCX,Validation,Y
35XLJB,14/10/2013,21/10/2013,21/10/2013,35,0,0,65.64,0,Y,N,N,Friday,RIC,Estimation,N
EVUERU,20/09/2013,15/10/2013,15/10/2013,33,6.060606061,0,40.02,0,Y,N,N,Wednesday,CHO,Holdout,NA
4Q56K8,14/10/2013,15/10/2013,03/11/2013,31,12.90322581,3.225806452,44.32,0.105263158,Y,Y,N,Tuesday,RIC,Estimation,N
YLVVEM,15/10/2013,24/10/2013,24/10/2013,37,10.81081081,5.405405405,80.25,0,Y,Y,N,Tuesday,RIC,Estimation,N
HY9LLK,15/10/2013,15/10/2013,15/10/2013,32,15.625,3.125,40,0,Y,Y,Y,Thursday,DCX,Estimation,N
38E7S6,15/10/2013,15/10/2013,15/10/2013,4,50,0,40.02,0,Y,N,N,Friday,CHO,Estimation,Y
CHZQCN,15/10/2013,15/11/2013,13/12/2013,37,37.83783784,5.405405405,59.27,0.071428571,Y,N,N,Monday,DCX,Validation,N
HBPQ3X,15/10/2013,15/10/2013,15/10/2013,40,15,5,46.15,0,Y,Y,N,Wednesday,CHO,Estimation,N
5CKBN7,15/10/2013,15/10/2013,15/10/2013,33,6.060606061,NA,25,0,Y,N,N,Wednesday,DCX,Estimation,N
2JSEW4,15/10/2013,15/10/2013,12/11/2013,34,29.41176471,8.823529412,59.75,0.107142857,Y,Y,N,Wednesday,CHO,Estimation,Y
JTVGV3,15/10/2013,16/10/2013,16/10/2013,35,2.857142857,0,100.02,0,Y,N,N,Thursday,RIC,Holdout,NA
MH9XXU,15/10/2013,15/10/2013,15/10/2013,40,7.5,0,40,0,Y,Y,Y,Thursday,DCX,Estimation,N
47NKT8,15/10/2013,15/10/2013,15/10/2013,0,0,0,40.02,0,Y,N,N,Wednesday,RIC,Estimation,Y
7GR62C,15/10/2013,15/10/2013,27/10/2013,32,3.125,0,38.01,0.166666667,Y,N,N,Monday,CHO,Estimation,N
4PGEUB,15/10/2013,15/10/2013,15/10/2013,26,34.61538462,0,40.02,0,Y,N,N,Monday,RIC,Estimation,Y
W59LH6,02/10/2013,22/10/2013,22/10/2013,38,5.263157895,5.263157895,42.06,0,Y,Y,N,Thursday,DCX,Validation,N
RUHZKG,15/10/2013,15/10/2013,14/11/2013,27,100,18.51851852,37.9,0.233333333,Y,N,N,Friday,DCX,Estimation,N
EEQAQ4,15/10/2013,15/10/2013,15/10/2013,42,0,NA,40.02,0,Y,N,N,Thursday,CHO,Estimation,N
ZWXMSW,15/10/2013,20/10/2013,20/10/2013,19,84.21052632,0,45.65,0,Y,Y,N,Wednesday,CHO,Validation,N
9KLCW9,15/10/2013,16/10/2013,16/10/2013,33,0,0,40.02,0,Y,N,N,Thursday,DCX,Estimation,N
4SL9ND,15/10/2013,15/10/2013,14/11/2013,36,19.44444444,5.555555556,35.5,0.066666667,Y,N,N,Friday,RIC,Validation,N
K3Z44L,15/10/2013,15/10/2013,15/10/2013,23,56.52173913,17.39130435,40.02,0,Y,N,N,Thursday,CHO,Validation,N
W5TFG8,15/10/2013,18/11/2013,18/11/2013,36,16.66666667,8.333333333,29.43,0,Y,N,N,Thursday,DCX,Validation,N
X8F2WK,15/10/2013,15/10/2013,30/10/2013,27,48.14814815,11.11111111,29.01,0.2,Y,Y,N,Thursday,RIC,Holdout,NA
CX8GT6,15/10/2013,19/10/2013,19/10/2013,33,12.12121212,12.12121212,48.14,0,Y,N,N,Monday,DCX,Validation,N
ZC5E3U,15/10/2013,15/10/2013,15/10/2013,36,0,0,40.02,0,Y,N,N,Friday,RIC,Estimation,N
XMW5MC,15/10/2013,15/10/2013,15/10/2013,15,6.666666667,0,40.02,0,Y,N,N,Thursday,CHO,Holdout,NA
8MD7J7,15/10/2013,15/10/2013,21/11/2013,30,36.66666667,13.33333333,72.89,0.081081081,Y,N,N,Friday,RIC,Validation,N
QD5JKL,15/10/2013,16/10/2013,16/10/2013,6,83.33333333,NA,22.24,0,Y,N,N,Thursday,DCX,Estimation,N
HZQD82,15/10/2013,15/10/2013,14/01/2014,30,60,3.333333333,130.48,0.043956044,Y,N,N,Wednesday,CHO,Estimation,N
G9WDDW,15/10/2013,10/11/2013,10/11/2013,29,75.86206897,6.896551724,80.26,0,Y,N,N,Tuesday,CHO,Holdout,NA
36SH6Z,15/10/2013,05/11/2013,05/11/2013,36,5.555555556,2.777777778,44.27,0,Y,N,N,Wednesday,DCX,Estimation,N
U3WVN9,15/10/2013,16/10/2013,16/10/2013,32,6.25,3.125,94.32,0,Y,N,N,Thursday,DCX,Estimation,N
N8QMRC,15/10/2013,21/10/2013,21/10/2013,34,5.882352941,NA,88.21,0,Y,N,N,Wednesday,DCX,Validation,N
6PN4GU,15/10/2013,26/10/2013,26/10/2013,34,0,0,31.2,0,Y,N,N,Monday,CHO,Holdout,NA
K4ZRPN,15/10/2013,15/10/2013,20/10/2013,3,66.66666667,33.33333333,54.61,0.6,Y,Y,N,Wednesday,CHO,Estimation,Y
KVARDP,15/10/2013,18/11/2013,02/12/2013,43,32.55813953,9.302325581,34.03,0.142857143,Y,N,N,Tuesday,DCX,Estimation,N
W8UYM9,15/10/2013,04/12/2013,04/12/2013,4,50,25,51.02,0,Y,N,N,Tuesday,CHO,Estimation,Y
PHBY78,15/10/2013,15/10/2013,15/10/2013,39,7.692307692,0,140.14,0,Y,N,N,Wednesday,CHO,Estimation,N
NR6Z4Y,15/10/2013,15/10/2013,15/10/2013,9,77.77777778,0,33,0,Y,N,N,Friday,DCX,Estimation,N
Q939JD,15/10/2013,15/10/2013,19/01/2014,33,21.21212121,6.060606061,75.8,0.020833333,Y,N,Y,Wednesday,DCX,Estimation,N
4DMB9C,15/10/2013,04/11/2013,07/01/2014,30,46.66666667,20,65.65,0.0625,Y,N,Y,Wednesday,DCX,Estimation,N
KA8Z5S,08/10/2013,15/10/2013,22/10/2013,30,50,6.666666667,103.54,0.285714286,Y,N,N,Wednesday,RIC,Holdout,NA
AGTAGW,15/10/2013,15/10/2013,15/10/2013,31,19.35483871,6.451612903,40.02,0,Y,N,N,Friday,RIC,Validation,N
QS3597,15/10/2013,16/10/2013,08/01/2014,37,10.81081081,5.405405405,69.62,0.023809524,Y,N,N,Friday,RIC,Holdout,NA
FTEUA9,15/10/2013,15/10/2013,25/12/2013,35,40,25.71428571,37.94,0.042253521,Y,Y,N,Thursday,RIC,Estimation,N
LABEM8,09/10/2013,09/10/2013,09/10/2013,28,10.71428571,0,40.02,0,N,N,N,Monday,RIC,Holdout,NA
BGE6RA,15/10/2013,27/10/2013,27/10/2013,34,8.823529412,2.941176471,36.34,0,Y,N,N,Tuesday,DCX,Validation,N
LRNTNW,15/10/2013,15/10/2013,15/10/2013,1,100,NA,40.02,0,Y,N,N,Wednesday,CHO,Validation,Y
4J6TLZ,15/10/2013,15/10/2013,15/10/2013,5,80,20,40.02,0,Y,N,N,Thursday,RIC,Validation,Y
A9C879,15/10/2013,13/11/2013,13/11/2013,36,11.11111111,5.555555556,50.39,0,Y,N,N,Thursday,DCX,Estimation,N
NDEW6V,15/10/2013,15/10/2013,15/10/2013,23,73.91304348,4.347826087,40,0,Y,N,N,Thursday,DCX,Estimation,N
E73ZLV,15/10/2013,15/10/2013,15/10/2013,32,3.125,3.125,51.49,0,Y,N,N,Thursday,RIC,Estimation,N
TNWM4J,15/10/2013,16/10/2013,19/11/2013,35,25.71428571,11.42857143,37.94,0.088235294,Y,Y,N,Wednesday,RIC,Holdout,NA
PFE5CL,15/10/2013,26/10/2013,13/01/2014,34,67.64705882,11.76470588,46.4,0.037974684,Y,N,N,Wednesday,DCX,Holdout,NA
F8GR8M,15/10/2013,15/10/2013,15/10/2013,18,16.66666667,0,40.02,0,Y,Y,N,Tuesday,RIC,Estimation,N
DGB9TE,15/10/2013,22/11/2013,22/11/2013,35,20,11.42857143,58.7,0,Y,N,N,Monday,DCX,Estimation,N
UNTGUC,15/10/2013,20/10/2013,20/10/2013,28,53.57142857,10.71428571,45.32,0,Y,N,N,Wednesday,DCX,Estimation,N
KNQZGA,15/10/2013,15/10/2013,15/10/2013,22,90.90909091,63.63636364,41.25,0,Y,Y,N,Wednesday,DCX,Estimation,N
GJHT54,15/10/2013,15/10/2013,15/10/2013,7,71.42857143,14.28571429,40.02,0,Y,N,N,Friday,RIC,Holdout,NA
F325X8,15/10/2013,16/10/2013,17/10/2013,30,10,6.666666667,75.4,2,Y,N,N,Thursday,CHO,Validation,N
QV9GHJ,15/10/2013,21/10/2013,03/11/2013,33,12.12121212,6.060606061,15.43,0.153846154,Y,N,N,Tuesday,DCX,Estimation,N
3GMLJL,15/10/2013,15/10/2013,15/10/2013,31,16.12903226,0,40.02,0,Y,N,N,Friday,RIC,Validation,N
N7VXBU,15/10/2013,15/10/2013,19/01/2014,33,6.060606061,NA,39.57,0.020833333,Y,Y,N,Friday,RIC,Estimation,N
53PKGL,15/10/2013,15/10/2013,15/10/2013,32,6.25,0,40.25,0,Y,Y,N,Wednesday,RIC,Estimation,N
AXT6HJ,15/10/2013,15/10/2013,15/10/2013,33,9.090909091,9.090909091,40.02,0,Y,N,N,Wednesday,CHO,Validation,N
NAPB38,15/10/2013,15/10/2013,15/10/2013,31,0,0,4.61,0,Y,N,N,Wednesday,CHO,Validation,N
4UXCFT,15/10/2013,15/10/2013,15/10/2013,32,0,0,40.02,0,Y,N,N,Friday,RIC,Estimation,N
TAKQ8F,15/10/2013,15/10/2013,15/10/2013,31,3.225806452,NA,52.58,0,Y,N,N,Wednesday,DCX,Holdout,NA
YZH9CD,11/10/2013,19/10/2013,19/10/2013,26,73.07692308,3.846153846,65.18,0,Y,N,N,Tuesday,BWI,Estimation,N
2BZY2D,15/10/2013,05/11/2013,05/11/2013,37,48.64864865,5.405405405,99.24,0,Y,Y,N,Thursday,DCX,Estimation,N
B6UXET,15/10/2013,15/10/2013,15/10/2013,30,6.666666667,0,40,0,Y,N,N,Thursday,BWI,Estimation,N
SQHLRR,15/10/2013,17/10/2013,09/01/2014,42,33.33333333,16.66666667,32.37,0.226190476,Y,N,N,Saturday,DCX,Holdout,NA
TR3SF7,14/10/2013,15/10/2013,15/10/2013,20,75,5,97.91,0,Y,N,N,Thursday,DCX,Estimation,N
3YPVDY,15/10/2013,15/10/2013,15/10/2013,31,0,0,51.52,0,Y,N,N,Wednesday,DCX,Estimation,N
PFVC8X,15/10/2013,04/11/2013,04/11/2013,36,16.66666667,5.555555556,29.98,0,Y,N,N,Tuesday,DCX,Holdout,NA
RAZSUW,15/10/2013,15/10/2013,15/10/2013,32,0,0,40.02,0,Y,Y,N,Thursday,CHO,Validation,N
P5A8HR,15/10/2013,15/10/2013,15/10/2013,34,0,0,40.02,0,Y,Y,N,Monday,RIC,Estimation,N
T6B2J4,15/10/2013,16/10/2013,12/01/2014,6,33.33333333,0,72.68,0.090909091,Y,N,Y,Monday,DCX,Estimation,Y
8ZVAZT,15/10/2013,15/10/2013,15/10/2013,17,5.882352941,0,40.02,0,Y,N,N,Wednesday,CHO,Validation,Y
XXAEMW,15/10/2013,21/10/2013,21/10/2013,26,30.76923077,3.846153846,92.33,0,Y,N,N,Tuesday,DCX,Holdout,NA
6PXFB6,15/10/2013,15/10/2013,15/10/2013,34,5.882352941,0,40.02,0,Y,N,N,Thursday,RIC,Estimation,N
LQXHVH,15/10/2013,17/11/2013,17/11/2013,17,94.11764706,NA,50.12,0,Y,N,N,Monday,DCX,Validation,N
